Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
54,tt0108700,2013-04-24,2013-04-24,,Baseball,https://www.imdb.com/title/tt0108700/,tvMiniSeries,9.2,1140,1994,"Documentary, History, Sport",3298,1994-09-18,
55,tt0430484,2013-04-24,2013-04-24,,The Power of Nightmares: The Rise of the Politics of Fear,https://www.imdb.com/title/tt0430484/,tvMiniSeries,8.9,157,2004,"Documentary, History",3684,2004-10-20,
56,tt0098825,2013-04-24,2013-04-24,,House of Cards,https://www.imdb.com/title/tt0098825/,tvMiniSeries,8.5,226,1990,Drama,12004,1990-11-18,
57,tt0083390,2013-04-24,2013-04-24,,Brideshead Revisited,https://www.imdb.com/title/tt0083390/,tvMiniSeries,8.6,659,1981,"Drama, Romance",5903,1981-10-12,
58,tt0362192,2013-04-24,2013-04-24,,State of Play,https://www.imdb.com/title/tt0362192/,tvMiniSeries,8.4,57,2003,"Crime, Drama, Mystery, Romance, Thriller",8607,2003-05-18,
59,tt0090521,2013-04-24,2013-04-24,,The Singing Detective,https://www.imdb.com/title/tt0090521/,tvMiniSeries,8.7,415,1986,"Drama, Musical, Mystery, Thriller",3891,1986-11-16,
60,tt0442632,2013-04-24,2013-04-24,,Bleak House,https://www.imdb.com/title/tt0442632/,tvSeries,8.4,510,2005,Drama,7948,2005-10-27,
61,tt0080297,2013-04-24,2013-04-24,,Tinker Tailor Soldier Spy,https://www.imdb.com/title/tt0080297/,tvMiniSeries,8.6,290,1979,"Drama, Thriller",6785,1979-09-10,
62,tt0377171,2013-04-24,2013-04-24,,The Elegant Universe,https://www.imdb.com/title/tt0377171/,tvMiniSeries,8.3,60,2003,Documentary,2050,2003-10-28,
63,tt0083480,2013-04-24,2013-04-24,,Smiley's People,https://www.imdb.com/title/tt0083480/,tvMiniSeries,8.6,360,1982,"Drama, Mystery",3212,1982-09-20,
64,tt0974077,2013-04-24,2013-04-24,,Cranford,https://www.imdb.com/title/tt0974077/,tvSeries,8.3,469,2007,Drama,7810,2007-11-18,
65,tt0090424,2013-04-24,2013-04-24,,Edge of Darkness,https://www.imdb.com/title/tt0090424/,tvMiniSeries,8.5,307,1985,"Crime, Drama, Mystery, Thriller",3236,1985-11-04,
66,tt0432232,2013-04-24,2013-04-24,,The Century of the Self,https://www.imdb.com/title/tt0432232/,tvMiniSeries,8.9,235,2002,Documentary,4221,2002-03-17,
67,tt0098898,2013-04-24,2013-04-24,,Prime Suspect,https://www.imdb.com/title/tt0098898/,tvMiniSeries,8.3,207,1991,"Crime, Drama, Mystery, Thriller",5846,1991-04-07,
68,tt0224853,2013-04-24,2013-04-24,,The Corner,https://www.imdb.com/title/tt0224853/,tvMiniSeries,8.6,376,2000,"Crime, Drama",4070,2000-04-16,
69,tt1366312,2013-04-24,2013-04-24,,Emma,https://www.imdb.com/title/tt1366312/,tvMiniSeries,8.1,240,2009,"Comedy, Drama, Romance",13390,2009-10-04,
70,tt0106148,2013-04-24,2013-04-24,,Tales of the City,https://www.imdb.com/title/tt0106148/,tvMiniSeries,8.7,360,1993,"Drama, Mystery, Romance",2215,1993-09-28,
71,tt0215364,2013-04-24,2013-04-24,,Wives and Daughters,https://www.imdb.com/title/tt0215364/,tvMiniSeries,8.1,301,1999,Drama,6209,1999-11-28,
72,tt0074048,2013-04-24,2013-04-24,,"Rich Man, Poor Man",https://www.imdb.com/title/tt0074048/,tvMiniSeries,8.4,60,1976,Drama,2445,1976-02-01,
73,tt0108962,2013-04-24,2013-04-24,,To Play the King,https://www.imdb.com/title/tt0108962/,tvMiniSeries,8.4,218,1993,Drama,3646,1993-11-21,
74,tt0077025,2013-04-24,2013-04-24,,Holocaust,https://www.imdb.com/title/tt0077025/,tvMiniSeries,8.1,475,1978,"Drama, History, Romance, War",4114,1978-04-16,
75,tt0096716,2013-04-24,2013-04-24,,Traffik,https://www.imdb.com/title/tt0096716/,tvMiniSeries,8.6,315,1989,"Drama, Crime",1369,1989-06-22,
76,tt0085112,2013-04-24,2013-04-24,,The Winds of War,https://www.imdb.com/title/tt0085112/,tvMiniSeries,8.2,883,1983,"Drama, Romance, War",3305,1983-02-06,
77,tt1178522,2013-04-24,2013-04-24,,Little Dorrit,https://www.imdb.com/title/tt1178522/,tvSeries,8.2,420,2008,"Drama, Mystery, Romance",7688,2008-10-26,
78,tt0959858,2013-04-24,2013-04-24,,Long Way Down,https://www.imdb.com/title/tt0959858/,tvMiniSeries,8.3,519,2007,Documentary,4266,2007-10-28,
79,tt0076993,2013-04-24,2013-04-24,,Centennial,https://www.imdb.com/title/tt0076993/,tvMiniSeries,8.5,1256,1978,"Action, Adventure, Drama, Romance, Western",2599,1978-10-01,
80,tt0847150,2013-04-24,2013-04-24,,Sense & Sensibility,https://www.imdb.com/title/tt0847150/,tvMiniSeries,8.0,174,2008,"Drama, Romance",9363,2008-01-01,
81,tt0260615,2013-04-24,2013-04-24,,The Forsyte Saga,https://www.imdb.com/title/tt0260615/,tvSeries,8.2,276,2002,"Drama, Romance",4767,2002-04-07,
82,tt0465326,2013-04-24,2013-04-24,,Elizabeth I,https://www.imdb.com/title/tt0465326/,tvMiniSeries,8.1,223,2005,"Biography, Drama, History, Romance",5864,2005-09-29,
83,tt0144727,2013-04-24,2013-04-24,,Our Mutual Friend,https://www.imdb.com/title/tt0144727/,tvMiniSeries,8.2,350,1998,Drama,2084,1998-03-09,
84,tt0300879,2013-04-24,2013-04-24,,The Way We Live Now,https://www.imdb.com/title/tt0300879/,tvMiniSeries,7.7,300,2001,"Drama, Romance",2560,2001-11-11,
